name,gender,fathers_name,date_of_birth,class_id,email,phone,address,id
Rajaraman upasni,Male,bake lal upasni,2011-08-07,CL000008,rajaraman.upasni@hotmail.com,+917716387603,"82/99, Edwin Street, Panipat, Lalitpur, Uttar Pradesh, India, 891407",ST000318
Gangashree sanil,Female,bhram singh sanil,2011-08-28,CL000008,gangashree.sanil@hotmail.com,+916990289915,"H.No. 964, Sarin Nagar, Navi Mumbai, Moradabad, Uttar Pradesh, India, 409907",ST000319
Ithikashan mudaliyar,Male,mukesh mudaliyar,2010-06-16,CL000008,ithikashan.mudaliyar@gmail.com,+918357927649,"89/566, De Nagar, Davanagere, Kanpur Nagar, Uttar Pradesh, India, 063054",ST000320
Mayusa tendulkar,Female,nikhil urf jimmi choudhri tendulkar,2010-07-26,CL000009,mayusa.tendulkar@hotmail.com,+918811073763,"H.No. 974, Sunder Road, Warangal, Mau, Uttar Pradesh, India, 394344",ST000321
Jathurshan binny,Male,rakesh singh binny,2009-12-21,CL000009,jathurshan.binny@hotmail.com,+917866057157,"H.No. 035, Karan Path, Dewas, Pilibhit, Uttar Pradesh, India, 904993",ST000322
Meeresh solanki,Male,vicky solanki,2009-07-04,CL000009,meeresh.solanki@yahoo.com,+916076760759,"44, Lata Path, Jamshedpur, Saharanpur, Uttar Pradesh, India, 057500",ST000323
Sayak bora,Male,gaurav gupta bora,2010-04-13,CL000009,sayak.bora@gmail.com,+919343541587,"48, Bora Zila, Bilaspur, Faizabad, Uttar Pradesh, India, 843550",ST000324
Vinushree bharadwaj,Female,mo. firoj bharadwaj,2011-02-04,CL000009,vinushree.bharadwaj@yahoo.com,+918985388929,"H.No. 72, Trivedi, Shimoga, Mathura, Uttar Pradesh, India, 568276",ST000325
Niloshiny mendhi,Female,manohar kumar mendhi,2010-10-09,CL000009,niloshiny.mendhi@gmail.com,+916433972988,"79, Gandhi Road, Rourkela, Ghazipur, Uttar Pradesh, India, 502220",ST000326
Raenuha lokhande,Female,sonu lokhande,2009-08-25,CL000009,raenuha.lokhande@yahoo.com,+917485095586,"H.No. 710, Ramesh Circle, Rewa, Hamirpur, Uttar Pradesh, India, 686787",ST000327
Vivilsu mehra,Male,mahipal mehra,2010-02-17,CL000009,vivilsu.mehra@gmail.com,+917576385691,"02/75, Sarraf Chowk, Durg, Azamgarh, Uttar Pradesh, India, 590391",ST000328
Natam suri,Male,menpal suri,2010-12-21,CL000009,natam.suri@hotmail.com,+918191960370,"12/54, Chaudhuri Path, Gandhidham, Chitrakoot, Uttar Pradesh, India, 846621",ST000329
Muneesh saxena,Male,raj kumar sethi saxena,2011-02-27,CL000009,muneesh.saxena@hotmail.com,+916449420005,"23/33, Dugar Path, Nizamabad, Firozabad, Uttar Pradesh, India, 834354",ST000330
Tharanipriyan yeolekar,Male,ashu @ chavikant yeolekar,2010-01-08,CL000009,tharanipriyan.yeolekar@yahoo.com,+917445738640,"00/18, Gola Road, Tirupati, Pilibhit, Uttar Pradesh, India, 392970",ST000331
Vajrapani upadhyay,Male,kulwant singh upadhyay,2010-01-03,CL000009,vajrapani.upadhyay@yahoo.com,+916755940198,"16/054, Deol Road, Uluberia, Mirzapur, Uttar Pradesh, India, 955569",ST000332
Rudra saklani,Female,charnjeet singh saklani,2009-06-07,CL000009,rudra.saklani@hotmail.com,+917305700216,"H.No. 18, Badal Circle, Surendranagar Dudhrej, Sant Kabir Nagar, Uttar Pradesh, India, 140534",ST000333
Prathish chary,Male,mohan lal sharma chary,2011-01-13,CL000009,prathish.chary@hotmail.com,+917455500036,"750, Chaudhuri Chowk, Agartala, Allahabad, Uttar Pradesh, India, 486869",ST000334
Ahila chawla,Female,sunil kumar chawla,2010-02-03,CL000009,ahila.chawla@gmail.com,+918569719007,"13/23, Sami Road, Akola, Sambhal, Uttar Pradesh, India, 759839",ST000335
Devvrata laghate,Male,bhavesh penuli laghate,2010-09-27,CL000009,devvrata.laghate@hotmail.com,+916989294089,"H.No. 633, Dhawan, Alappuzha, Allahabad, Uttar Pradesh, India, 059777",ST000336
Veda nagpal,Male,indraj singh nagpal,2009-07-14,CL000009,veda.nagpal@gmail.com,+919392215628,"H.No. 12, Arya Circle, Pimpri-Chinchwad, Auraiya, Uttar Pradesh, India, 442024",ST000337
Atoosa sonolikar,Female,mujaffar sonolikar,2011-03-07,CL000009,atoosa.sonolikar@hotmail.com,+918180491464,"306, Ben Road, Kumbakonam, Deoria, Uttar Pradesh, India, 738317",ST000338
Theesigan mahakale,Male,dharmendra kumar mahakale,2011-01-23,CL000009,theesigan.mahakale@gmail.com,+919922220824,"73/963, Borra Chowk, Kollam, Rampur, Uttar Pradesh, India, 763968",ST000339
Ritin hassan,Male,pawan kumar @ sanu hassan,2010-01-09,CL000009,ritin.hassan@yahoo.com,+918192267601,"H.No. 703, Wadhwa Ganj, Hyderabad, Sultanpur, Uttar Pradesh, India, 735195",ST000340
Aarthikeyan mittal,Male,arun sangwan mittal,2009-11-19,CL000009,aarthikeyan.mittal@hotmail.com,+918415243464,"65, Lad Nagar, Ichalkaranji, Banda, Uttar Pradesh, India, 894479",ST000341
Shivang gambhir,Male,moh. harun gambhir,2010-02-25,CL000009,shivang.gambhir@gmail.com,+919959567686,"22/366, Iyengar Road, Bihar Sharif, Barabanki, Uttar Pradesh, India, 709113",ST000342
Nitthiya upponi,Female,rajiv chawala upponi,2010-01-28,CL000009,nitthiya.upponi@hotmail.com,+919244393945,"H.No. 205, Kumer, Aizawl, Firozabad, Uttar Pradesh, India, 401325",ST000343
Innesai yelpude,Female,mubarik yelpude,2010-12-11,CL000009,innesai.yelpude@yahoo.com,+919328986213,"H.No. 317, Shan Chowk, Guwahati, Deoria, Uttar Pradesh, India, 376666",ST000344
Ruthusha khosla,Female,agyapad bhatya khosla,2010-08-30,CL000009,ruthusha.khosla@gmail.com,+916889347253,"637, Krishna, Ulhasnagar, Mathura, Uttar Pradesh, India, 209272",ST000345
Marvi malviya,Female,deepak jha malviya,2011-02-20,CL000009,marvi.malviya@hotmail.com,+917097178657,"30, Basak Path, Noida, Basti, Uttar Pradesh, India, 352939",ST000346
Sank ullal,Male,punnet ullal,2008-07-22,CL000010,sank.ullal@gmail.com,+917383718104,"273, Date Nagar, Gaya, Lucknow, Uttar Pradesh, India, 157039",ST000347
Karunya hebbar,Female,ashwani saluja hebbar,2009-08-22,CL000010,karunya.hebbar@yahoo.com,+919975690162,"15/328, Desai Circle, Pune, Sonbhadra, Uttar Pradesh, India, 770647",ST000348
Habeeshan wanjare,Male,abdul wahid khan s/o abdul gafur wanjare,2009-09-17,CL000010,habeeshan.wanjare@hotmail.com,+918793600757,"H.No. 18, Datta Nagar, Gorakhpur, Etah, Uttar Pradesh, India, 891981",ST000349
Krishva sarnaik,Male,mohd sahil sarnaik,2008-06-10,CL000010,krishva.sarnaik@gmail.com,+916202147996,"68/84, Salvi Street, Kanpur, Gautam Buddha Nagar, Uttar Pradesh, India, 672695",ST000350
Anis shelke,Male,vijay singh shelke,2008-07-25,CL000010,anis.shelke@hotmail.com,+918812972962,"07/817, Karan Ganj, Silchar, Fatehpur, Uttar Pradesh, India, 963333",ST000351
Lavanayah busanagari,Female,yogender busanagari,2009-09-27,CL000010,lavanayah.busanagari@gmail.com,+917376393257,"H.No. 56, Baria, Darbhanga, Baghpat, Uttar Pradesh, India, 825559",ST000352
Jeeth oak,Male,ajit singh @ sonu oak,2009-11-06,CL000010,jeeth.oak@gmail.com,+918206344478,"H.No. 631, Dutt Nagar, Hindupur, Mirzapur, Uttar Pradesh, India, 593106",ST000353
Niroshini rai,Female,ghisaram @ amar singh rai,2008-11-26,CL000010,niroshini.rai@gmail.com,+918605615956,"16/46, Lata Nagar, Danapur, Varanasi, Uttar Pradesh, India, 768955",ST000354
Vishnuvardhan choksi,Male,surendra choksi,2009-10-18,CL000010,vishnuvardhan.choksi@gmail.com,+917509792868,"10, Dave Nagar, Gandhinagar, Sambhal, Uttar Pradesh, India, 087225",ST000355
Sunav badgujar,Male,lakhvinder singh badgujar,2009-02-26,CL000010,sunav.badgujar@hotmail.com,+919818061788,"887, Arora Path, Panihati, Bhadohi, Uttar Pradesh, India, 256295",ST000356
Harprit mandlekar,Male,md. akhlakh mandlekar,2009-04-20,CL000010,harprit.mandlekar@hotmail.com,+916760728456,"77/045, Kala Path, Ozhukarai, Kheri, Uttar Pradesh, India, 587213",ST000357
Meghana saraf,Female,abhishekh saraf,2009-12-23,CL000010,meghana.saraf@yahoo.com,+916639351229,"H.No. 38, Sha Chowk, Jabalpur, Ballia, Uttar Pradesh, India, 430235",ST000358
Anusith waghe,Male,anil kumar sahu waghe,2010-02-15,CL000010,anusith.waghe@hotmail.com,+919538964376,"H.No. 29, Loke Path, Gandhinagar, Auraiya, Uttar Pradesh, India, 998957",ST000359
Vakesh sahukar,Male,naveen sahukar,2010-05-24,CL000010,vakesh.sahukar@hotmail.com,+916483398270,"63/49, Golla Zila, Junagadh, Siddharthnagar, Uttar Pradesh, India, 797754",ST000360
Kalaiyalahan godbole,Male,praveen godbole,2009-11-14,CL000010,kalaiyalahan.godbole@gmail.com,+917985330074,"41/73, Manne Marg, Bardhaman, Gorakhpur, Uttar Pradesh, India, 086244",ST000361
Ushani yelimeli,Female,bharat bhushan yelimeli,2008-08-14,CL000010,ushani.yelimeli@hotmail.com,+918150866176,"646, Chad Chowk, Bellary, Bareilly, Uttar Pradesh, India, 463679",ST000362
Divagar deol,Male,vinod sehgal deol,2009-11-26,CL000010,divagar.deol@hotmail.com,+916517800504,"37/25, Deep Marg, Bally, Gautam Buddha Nagar, Uttar Pradesh, India, 233115",ST000363
Abirnathi gaiki,Female,sanjeev gaiki,2009-08-10,CL000010,abirnathi.gaiki@yahoo.com,+917534565917,"28/59, Kar Road, Tezpur, Farrukhabad, Uttar Pradesh, India, 452163",ST000364
Magathish kapur,Male,mohan singh kapur,2008-08-06,CL000010,magathish.kapur@hotmail.com,+917594451394,"14/189, Sampath Marg, Kanpur, Sambhal, Uttar Pradesh, India, 899471",ST000365
Triloki deol,Male,sujen manjhi deol,2008-08-04,CL000010,triloki.deol@yahoo.com,+919947559820,"H.No. 749, Gandhi Path, Miryalaguda, Sitapur, Uttar Pradesh, India, 602409",ST000366
Luxmetha babu,Female,ahupendra babu,2008-06-09,CL000010,luxmetha.babu@hotmail.com,+919898496417,"31, Ahluwalia Chowk, Jalgaon, Hamirpur, Uttar Pradesh, India, 194921",ST000367
Dhaaranan sachdev,Male,ghaseeta ram sachdev,2009-08-22,CL000010,dhaaranan.sachdev@gmail.com,+917932082084,"53, Deep Nagar, Tumkur, Hamirpur, Uttar Pradesh, India, 869351",ST000368
Liani holkar,Female,faizal khan holkar,2008-12-28,CL000010,liani.holkar@gmail.com,+918797699493,"461, Lad Nagar, Kota, Pilibhit, Uttar Pradesh, India, 269109",ST000369
Akhan choksi,Male,manish kapoor choksi,2009-11-23,CL000010,akhan.choksi@hotmail.com,+919464786705,"H.No. 429, Chadha, Dehradun, Deoria, Uttar Pradesh, India, 610973",ST000370
Bhrithi ambuja,Female,toshar bhatiya ambuja,2010-05-26,CL000010,bhrithi.ambuja@yahoo.com,+919400087983,"21/84, Chaudhary, Mangalore, Meerut, Uttar Pradesh, India, 996650",ST000371
Kishaanika sarve,Female,danish sarve,2010-02-02,CL000010,kishaanika.sarve@yahoo.com,+916401373329,"04/98, Sane Nagar, Thrissur, Sitapur, Uttar Pradesh, India, 894002",ST000372
Nilashan upponi,Male,navneet giri upponi,2008-07-19,CL000010,nilashan.upponi@hotmail.com,+916067684760,"59/007, Soni Circle, Pallavaram, Auraiya, Uttar Pradesh, India, 662896",ST000373
Kawiska bajpai,Female,azad hussain bajpai,2009-06-28,CL000010,kawiska.bajpai@hotmail.com,+916531005264,"868, Apte Circle, Raebareli, Hamirpur, Uttar Pradesh, India, 008341",ST000374
Azar umbarkar,Male,dharmveer singh umbarkar,2007-08-14,CL000011,azar.umbarkar@gmail.com,+918855913034,"H.No. 021, Khanna Marg, Satara, Jhansi, Uttar Pradesh, India, 577608",ST000375
Bodhi puranik,Female,klash kumar puranik,2008-11-10,CL000011,bodhi.puranik@gmail.com,+917235695192,"935, Kapur Circle, Kirari Suleman Nagar, Jhansi, Uttar Pradesh, India, 081079",ST000376
Dhansith verma,Male,shiva singhal verma,2008-12-31,CL000011,dhansith.verma@gmail.com,+916850483900,"94, Sachdeva Circle, Fatehpur, Auraiya, Uttar Pradesh, India, 446968",ST000377
Smayan kohale,Male,vikrant @ golu kohale,2008-06-27,CL000011,smayan.kohale@yahoo.com,+919005012382,"92/716, Gandhi Path, Kanpur, Ghaziabad, Uttar Pradesh, India, 388753",ST000378
Baebeesaroeja rahane,Female,mohd. hammad ashraf rahane,2008-11-30,CL000011,baebeesaroeja.rahane@hotmail.com,+917171485598,"H.No. 12, Ghose Ganj, Davanagere, Baghpat, Uttar Pradesh, India, 105557",ST000379
Bavyasree padukone,Female,ajay padukone,2008-09-22,CL000011,bavyasree.padukone@gmail.com,+917465174837,"020, Rajagopalan Marg, Giridih, Moradabad, Uttar Pradesh, India, 277092",ST000380
Pavalam garach,Female,ameen garach,2008-12-28,CL000011,pavalam.garach@yahoo.com,+918610970891,"H.No. 01, Chahal Circle, Ramgarh, Siddharthnagar, Uttar Pradesh, India, 010897",ST000381
Aashtha vaswani,Female,vikas rajpoot vaswani,2007-10-22,CL000011,aashtha.vaswani@hotmail.com,+916435105007,"H.No. 06, Anne Street, Pali, Mainpuri, Uttar Pradesh, India, 299865",ST000382
Paravaran ghosh,Male,dharm singh ghosh,2008-07-27,CL000011,paravaran.ghosh@hotmail.com,+918262834608,"H.No. 872, Walla Circle, Kottayam, Azamgarh, Uttar Pradesh, India, 420581",ST000383
Rachna tahiliani,Female,ram ji tahiliani,2007-11-10,CL000011,rachna.tahiliani@gmail.com,+919634719493,"296, Ben Circle, Jodhpur, Mirzapur, Uttar Pradesh, India, 421596",ST000384
Sriprakash pasricha,Male,om parkash pasricha,2008-08-29,CL000011,sriprakash.pasricha@gmail.com,+919807918321,"764, Lad Zila, Ongole, Kheri, Uttar Pradesh, India, 142365",ST000385
Amalendu jalan,Male,lala jalan,2007-09-19,CL000011,amalendu.jalan@hotmail.com,+918223617654,"H.No. 81, Gandhi Zila, Moradabad, Sambhal, Uttar Pradesh, India, 294450",ST000386
Shasankan palandurkar,Male,bhanu pratap singh palandurkar,2008-07-28,CL000011,shasankan.palandurkar@hotmail.com,+916611211624,"92, Khosla Street, Bhind, Chitrakoot, Uttar Pradesh, India, 185010",ST000387
Zenisha gopal,Female,mukesh kumar gopal,2008-06-17,CL000011,zenisha.gopal@hotmail.com,+917015334013,"562, Srivastava Street, Dibrugarh, Amroha, Uttar Pradesh, India, 689134",ST000388
Anuprasad kalwani,Male,rahul kalwani,2008-09-28,CL000011,anuprasad.kalwani@gmail.com,+916457372316,"22/608, Sane Chowk, Mira-Bhayandar, Bulandshahr, Uttar Pradesh, India, 172269",ST000389
Kalaisiva vaghela,Male,sunil vaghela,2008-10-03,CL000011,kalaisiva.vaghela@yahoo.com,+917858019287,"032, Reddy Marg, Bidhannagar, Agra, Uttar Pradesh, India, 417093",ST000390
Vallkantan parate,Male,phoolwati @ phoolo devi parate,2009-01-09,CL000011,vallkantan.parate@gmail.com,+918444508064,"83/08, Raj Circle, Sambalpur, Bahraich, Uttar Pradesh, India, 131039",ST000391
Theepapriya vaish,Female,ram ratan vaish,2008-05-04,CL000011,theepapriya.vaish@yahoo.com,+919227740107,"H.No. 33, Magar Ganj, Sangli-Miraj & Kupwad, Kannauj, Uttar Pradesh, India, 723422",ST000392
Luckshika yelkar,Female,kalpesh yelkar,2008-07-26,CL000011,luckshika.yelkar@gmail.com,+916255639692,"39/083, Kibe Path, Ongole, Sambhal, Uttar Pradesh, India, 113603",ST000393
Neerujan udayaraju,Male,gautam udayaraju,2008-11-11,CL000011,neerujan.udayaraju@yahoo.com,+916209752956,"H.No. 58, Ben Nagar, Hazaribagh, Mahoba, Uttar Pradesh, India, 091619",ST000394
Sukhesh mathur,Male,mohd anwar mathur,2007-10-29,CL000011,sukhesh.mathur@hotmail.com,+916688023363,"15/341, Chad Ganj, Howrah, Jhansi, Uttar Pradesh, India, 965522",ST000395
Yuvashri bandodkar,Female,sunil bandodkar,2008-07-17,CL000011,yuvashri.bandodkar@hotmail.com,+919037007285,"89, Keer Chowk, Panihati, Baghpat, Uttar Pradesh, India, 463186",ST000396
Dhrutav nayak,Male,rajat kuamr nayak,2008-07-25,CL000011,dhrutav.nayak@hotmail.com,+917573419468,"H.No. 962, Kashyap Circle, Ozhukarai, Pratapgarh, Uttar Pradesh, India, 329917",ST000397
Mithubala avari,Female,deepak avari,2008-07-22,CL000011,mithubala.avari@hotmail.com,+918071001179,"70, Roy Zila, Amravati, Kushinagar, Uttar Pradesh, India, 452522",ST000398
Tanvik bhimani,Male,pramod paswan bhimani,2008-05-07,CL000011,tanvik.bhimani@yahoo.com,+919872881878,"66, Kapur Path, Gorakhpur, Bareilly, Uttar Pradesh, India, 006143",ST000399
Chitragandha ganesan,Female,jai kishan ganesan,2007-11-06,CL000011,chitragandha.ganesan@yahoo.com,+918149093909,"868, Bahri Zila, Gudivada, Chitrakoot, Uttar Pradesh, India, 717429",ST000400
Romilan unnikrishnan,Male,fharman unnikrishnan,2008-10-17,CL000011,romilan.unnikrishnan@yahoo.com,+918620566661,"34/410, Char Nagar, Jalgaon, Ghaziabad, Uttar Pradesh, India, 646104",ST000401
Krishnala sarve,Male,pardeep mohauti sarve,2007-10-06,CL000011,krishnala.sarve@hotmail.com,+919940867844,"63/50, Bansal Marg, Bhind, Lalitpur, Uttar Pradesh, India, 695785",ST000402
Nirubama kirloskar,Female,amit kirloskar,2008-09-19,CL000011,nirubama.kirloskar@gmail.com,+919023273904,"H.No. 22, Chanda Chowk, Morbi, Jalaun, Uttar Pradesh, India, 847588",ST000403
Shatrukan tanwar,Male,prashant mishra tanwar,2008-05-25,CL000011,shatrukan.tanwar@hotmail.com,+916640625247,"69/89, Konda Road, Jehanabad, Maharajganj, Uttar Pradesh, India, 389752",ST000404
Ahachcudar gowda,Male,raju gowda,2008-10-21,CL000011,ahachcudar.gowda@yahoo.com,+918979084271,"H.No. 97, Bail Chowk, Jammu, Sitapur, Uttar Pradesh, India, 315260",ST000405
Gowdhami goel,Female,sushil goel,2007-09-20,CL000011,gowdhami.goel@gmail.com,+918603092313,"09, Edwin Marg, Bhatpara, Kheri, Uttar Pradesh, India, 516173",ST000406
Vipa wattal,Female,raj ram wattal,2008-08-09,CL000011,vipa.wattal@hotmail.com,+919742853175,"H.No. 06, Kohli Street, Ghaziabad, Sambhal, Uttar Pradesh, India, 969432",ST000407
Kanusha gole,Female,kallu gole,2007-11-01,CL000011,kanusha.gole@hotmail.com,+917413859622,"56/50, Chaudhuri Marg, Karawal Nagar, Hardoi, Uttar Pradesh, India, 733622",ST000408
Hansan parkhi,Male,devanand tripathi parkhi,2008-11-04,CL000011,hansan.parkhi@yahoo.com,+916597804157,"H.No. 665, Bhavsar Chowk, Chandrapur, Farrukhabad, Uttar Pradesh, India, 831419",ST000409
Chaitya subramaniam,Male,mahesh @ madhusudan subramaniam,2008-02-22,CL000011,chaitya.subramaniam@hotmail.com,+916163167511,"H.No. 22, Buch Chowk, Khandwa, Baghpat, Uttar Pradesh, India, 684011",ST000410
Krishma mishra,Male,sumit mitra mishra,2008-05-04,CL000011,krishma.mishra@yahoo.com,+918983533498,"H.No. 48, Sem Ganj, Pudukkottai, Kanpur Nagar, Uttar Pradesh, India, 007305",ST000411
Sachi tambe,Male,suraj tambe,2008-01-08,CL000011,sachi.tambe@gmail.com,+916971283729,"644, Borah Ganj, Allahabad, Mahoba, Uttar Pradesh, India, 013852",ST000412
Vishali unni,Female,ramjeet unni,2007-07-09,CL000011,vishali.unni@yahoo.com,+916184322722,"14/58, Kaur Marg, Muzaffarnagar, Lalitpur, Uttar Pradesh, India, 565303",ST000413
Archanyan veeranna,Male,nadeem veeranna,2008-11-23,CL000011,archanyan.veeranna@yahoo.com,+917871773610,"H.No. 717, Sawhney Road, Gulbarga, Pilibhit, Uttar Pradesh, India, 348475",ST000414
Logapiriyan chakraborty,Male,netram yadav chakraborty,2008-04-04,CL000011,logapiriyan.chakraborty@gmail.com,+917819227375,"H.No. 488, Dyal Circle, Udupi, Kushinagar, Uttar Pradesh, India, 369512",ST000415
Yogaran khaitan,Male,misri lal khaitan,2008-04-30,CL000011,yogaran.khaitan@hotmail.com,+919769846166,"H.No. 233, Bhardwaj Nagar, Haldia, Saharanpur, Uttar Pradesh, India, 095470",ST000416
Virbhanu vaghela,Male,adesh kumar vaghela,2005-09-07,CL000012,virbhanu.vaghela@yahoo.com,+918570541544,"51/800, Brar Street, Firozabad, Kushinagar, Uttar Pradesh, India, 266285",ST000417
Nidhanya suri,Female,mohd. sameer suri,2005-12-25,CL000012,nidhanya.suri@gmail.com,+918883588854,"66/060, Dalal Nagar, Amaravati, Bahraich, Uttar Pradesh, India, 536384",ST000418
Samira govitrikar,Female,raju govitrikar,2006-05-27,CL000012,samira.govitrikar@gmail.com,+919471334296,"082, Hora Ganj, Vijayanagaram, Mahoba, Uttar Pradesh, India, 971718",ST000419
Amrithan khemu,Male,amit kumar khemu,2008-04-23,CL000012,amrithan.khemu@gmail.com,+916331669307,"H.No. 62, Sankar Road, Tiruchirappalli, Bahraich, Uttar Pradesh, India, 758011",ST000420
Yachna palekar,Female,lawli / lakky palekar,2006-08-16,CL000012,yachna.palekar@yahoo.com,+916171349041,"63, Saini Nagar, Bhind, Bhadohi, Uttar Pradesh, India, 690450",ST000421
Poongkunrran tak,Male,manoj kumar tak,2007-12-19,CL000012,poongkunrran.tak@gmail.com,+917768601657,"H.No. 381, Kari Path, Ramgarh, Maharajganj, Uttar Pradesh, India, 482622",ST000422
Praharshita saklani,Female,sujit singh chaudhary saklani,2006-08-25,CL000012,praharshita.saklani@yahoo.com,+916789142699,"H.No. 089, Raju Path, Aurangabad, Mahoba, Uttar Pradesh, India, 327616",ST000423
Asirwathan thota,Male,vinod thota,2005-12-28,CL000012,asirwathan.thota@yahoo.com,+919343026707,"29/386, Gokhale Street, Suryapet, Chitrakoot, Uttar Pradesh, India, 893304",ST000424
Rajenthika thackeray,Female,mukesh thackeray,2005-10-22,CL000012,rajenthika.thackeray@yahoo.com,+916156990428,"H.No. 464, Mane Zila, Jorhat, Aligarh, Uttar Pradesh, India, 002928",ST000425
Ramamohan sakpal,Male,mahender verma sakpal,2005-06-12,CL000012,ramamohan.sakpal@yahoo.com,+918151899153,"96, Garde Path, Mirzapur, Bijnor, Uttar Pradesh, India, 705371",ST000426
Pravasthik parate,Male,saddiq rehman @ saddam parate,2005-11-27,CL000012,pravasthik.parate@gmail.com,+919119531854,"71/842, Solanki Street, Satara, Jalaun, Uttar Pradesh, India, 355327",ST000427
Srujam thakurtha,Male,nitesh kumar thakurtha,2007-03-29,CL000012,srujam.thakurtha@gmail.com,+918898584587,"05/055, Rajagopal Street, Danapur, Sultanpur, Uttar Pradesh, India, 039764",ST000428
Jehan uppalapati,Male,raju uppalapati,2007-12-24,CL000012,jehan.uppalapati@gmail.com,+919779598858,"H.No. 163, Mander Circle, Rajkot, Varanasi, Uttar Pradesh, India, 162454",ST000429
Uday khurana,Male,rohit khurana,2007-01-09,CL000012,uday.khurana@hotmail.com,+916797358507,"H.No. 32, Ram, Tinsukia, Allahabad, Uttar Pradesh, India, 193257",ST000430
Ushanth tempalli,Male,manoj kumar tempalli,2006-03-05,CL000012,ushanth.tempalli@gmail.com,+917574520825,"941, Sinha Path, Ahmednagar, Sambhal, Uttar Pradesh, India, 610198",ST000431
Dayaa motwani,Female,harender motwani,2006-07-04,CL000012,dayaa.motwani@gmail.com,+917013251838,"54/134, Mall Street, Kollam, Deoria, Uttar Pradesh, India, 793670",ST000432
Mrunalini bhagavathar,Female,pappu kumar  mandal  s/o gopal parsad mandal bhagavathar,2008-05-31,CL000012,mrunalini.bhagavathar@gmail.com,+918786513100,"064, Dave Marg, Phagwara, Amroha, Uttar Pradesh, India, 974594",ST000433
Washiharan palekar,Male,mamraj sharma s/o genda lal sharma palekar,2007-12-06,CL000012,washiharan.palekar@gmail.com,+918446527864,"79, Reddy Circle, Chennai, Bahraich, Uttar Pradesh, India, 912763",ST000434
Jhumki moitra,Male,omjone ibanuil moitra,2006-05-13,CL000012,jhumki.moitra@gmail.com,+917617055646,"H.No. 16, Suri Nagar, Jamshedpur, Sitapur, Uttar Pradesh, India, 026178",ST000435
Sekar sethi,Male,gaurav gupta sethi,2005-07-03,CL000012,sekar.sethi@gmail.com,+919353505271,"47/16, Gopal Marg, Bilaspur, Kanpur Nagar, Uttar Pradesh, India, 773454",ST000436
Santhushti hegde,Female,abhishek hegde,2007-06-26,CL000012,santhushti.hegde@gmail.com,+919553022124,"71/19, Bala Nagar, Sangli-Miraj & Kupwad, Sant Kabir Nagar, Uttar Pradesh, India, 264375",ST000437
Vijayan panda,Male,mahesh kumar panda,2007-07-06,CL000012,vijayan.panda@yahoo.com,+916568373518,"H.No. 127, Tara Road, Malegaon, Bareilly, Uttar Pradesh, India, 925952",ST000438
Mathuranga bhalla,Male,dhirpal bhalla,2005-09-20,CL000012,mathuranga.bhalla@yahoo.com,+916093986111,"H.No. 59, Devan Marg, Vijayanagaram, Deoria, Uttar Pradesh, India, 740827",ST000439
Aarishka prabhu,Female,sandeep kumar prabhu,2006-07-01,CL000012,aarishka.prabhu@hotmail.com,+919720310033,"440, Dhar Chowk, Ramgarh, Bulandshahr, Uttar Pradesh, India, 726897",ST000440
Thiraviya thakkar,Female,gaurav aggarwal thakkar,2006-11-14,CL000012,thiraviya.thakkar@hotmail.com,+918506021396,"18, Bail Circle, Sonipat, Unnao, Uttar Pradesh, India, 904328",ST000441
Aademma lohia,Female,manpreet singh lohia,2018-07-03,CL000013,aademma.lohia@gmail.com,+919769260900,"256, Thaker Ganj, Muzaffarpur, Chandauli, Uttar Pradesh, India, 168333",ST000442
Jeyamalathy dugar,Female,vanshu dugar,2018-11-29,CL000013,jeyamalathy.dugar@gmail.com,+916729752255,"894, Kaur, Kakinada, Bijnor, Uttar Pradesh, India, 399054",ST000443
Sweathan thakral,Male,megharam thakral,2018-12-12,CL000013,sweathan.thakral@hotmail.com,+916678580319,"177, Bhakta Zila, Anand, Kanpur Dehat, Uttar Pradesh, India, 127379",ST000444
Nayna lobo,Female,hari singh lobo,2019-05-23,CL000013,nayna.lobo@gmail.com,+919662774983,"68, Chandran Street, Bhopal, Varanasi, Uttar Pradesh, India, 967398",ST000445
Kukenthiran denzongpa,Male,ashok thru denzongpa,2017-06-17,CL000013,kukenthiran.denzongpa@yahoo.com,+919260997201,"65/430, Mani Nagar, Kishanganj, Fatehpur, Uttar Pradesh, India, 256066",ST000446
Aharathan madiwale,Male,kishan @ sunny madiwale,2017-09-12,CL000013,aharathan.madiwale@yahoo.com,+916500786436,"H.No. 91, Tailor Road, Hajipur, Rampur, Uttar Pradesh, India, 434896",ST000447
Antim varghese,Male,mayank varghese,2018-12-17,CL000013,antim.varghese@hotmail.com,+918157984359,"H.No. 785, Tiwari, Berhampore, Gonda, Uttar Pradesh, India, 958952",ST000448
Arush tanwar,Male,shivraj sain tanwar,2018-05-18,CL000013,arush.tanwar@gmail.com,+918279395822,"593, Sha Road, Bhagalpur, Varanasi, Uttar Pradesh, India, 497479",ST000449
Prasannan hirwani,Male,ajay kumar hirwani,2018-10-10,CL000013,prasannan.hirwani@hotmail.com,+917530499813,"39, Swamy Street, Visakhapatnam, Muzaffarnagar, Uttar Pradesh, India, 035096",ST000450
